ID,Event,Date,Time,DayOfWeek,IsWeekend,Month,Status,CreatedAt
489,AI Workshop,2025-12-25,11:00:00,3,0,12,confirmed,2025-12-14T11:00:00
711,New,2025-12-25,11:00:00,3,0,12,confirmed,2025-12-24T11:00:00
722,AI Workshop,2025-12-25,11:00:00,3,0,12,confirmed,2025-12-14T11:00:00
732,AI Workshop,2025-12-25,11:00:00,3,0,12,confirmed,2025-12-19T11:00:00
742,AI Workshop,2025-12-25,11:00:00,3,0,12,confirmed,2025-12-12T11:00:00
973,AI Workshop,2025-12-25,11:00:00,3,0,12,confirmed,2025-12-23T11:00:00
984,AI Workshop,2025-12-25,11:00:00,3,0,12,confirmed,2025-12-21T11:00:00
993,AI Workshop,2025-12-25,11:00:00,3,0,12,confirmed,2025-12-21T11:00:00
461,New,2025-12-25,08:00:00,3,0,12,cancelled,2025-12-17T08:00:00
478,AI Workshop,2025-12-25,08:00:00,3,0,12,cancelled,2025-12-22T08:00:00
721,AI Workshop,2025-12-25,08:00:00,3,0,12,confirmed,2025-12-12T08:00:00
731,AI Workshop,2025-12-25,08:00:00,3,0,12,confirmed,2025-12-14T08:00:00
741,AI Workshop,2025-12-25,08:00:00,3,0,12,cancelled,2025-12-12T08:00:00
962,New,2025-12-25,08:00:00,3,0,12,confirmed,2025-12-14T08:00:00
972,AI Workshop,2025-12-25,08:00:00,3,0,12,confirmed,2025-12-12T08:00:00
983,AI Workshop,2025-12-25,08:00:00,3,0,12,confirmed,2025-12-13T08:00:00
234,New,2025-12-24,20:00:00,2,0,12,confirmed,2025-12-17T20:00:00
460,New,2025-12-24,20:00:00,2,0,12,confirmed,2025-12-16T20:00:00
488,AI Workshop,2025-12-24,20:00:00,2,0,12,confirmed,2025-12-19T20:00:00
971,AI Workshop,2025-12-24,20:00:00,2,0,12,confirmed,2025-12-10T20:00:00
992,AI Workshop,2025-12-24,20:00:00,2,0,12,cancelled,2025-12-17T20:00:00
233,New,2025-12-24,17:00:00,2,0,12,confirmed,2025-12-23T17:00:00
237,AI Workshop,2025-12-24,17:00:00,2,0,12,confirmed,2025-12-21T17:00:00
243,AI Workshop,2025-12-24,17:00:00,2,0,12,confirmed,2025-12-11T17:00:00
468,AI Workshop,2025-12-24,17:00:00,2,0,12,confirmed,2025-12-10T17:00:00
477,AI Workshop,2025-12-24,17:00:00,2,0,12,confirmed,2025-12-10T17:00:00
487,AI Workshop,2025-12-24,17:00:00,2,0,12,confirmed,2025-12-14T17:00:00
720,AI Workshop,2025-12-24,17:00:00,2,0,12,confirmed,2025-12-22T17:00:00
730,AI Workshop,2025-12-24,17:00:00,2,0,12,confirmed,2025-12-10T17:00:00
740,AI Workshop,2025-12-24,17:00:00,2,0,12,cancelled,2025-12-22T17:00:00
961,New,2025-12-24,17:00:00,2,0,12,confirmed,2025-12-22T17:00:00
970,AI Workshop,2025-12-24,17:00:00,2,0,12,cancelled,2025-12-23T17:00:00
982,AI Workshop,2025-12-24,17:00:00,2,0,12,confirmed,2025-12-13T17:00:00
991,AI Workshop,2025-12-24,17:00:00,2,0,12,confirmed,2025-12-23T17:00:00
242,AI Workshop,2025-12-24,14:00:00,2,0,12,confirmed,2025-12-11T14:00:00
467,AI Workshop,2025-12-24,14:00:00,2,0,12,confirmed,2025-12-17T14:00:00
476,AI Workshop,2025-12-24,14:00:00,2,0,12,cancelled,2025-12-11T14:00:00
486,AI Workshop,2025-12-24,14:00:00,2,0,12,confirmed,2025-12-23T14:00:00
719,AI Workshop,2025-12-24,14:00:00,2,0,12,confirmed,2025-12-13T14:00:00
729,AI Workshop,2025-12-24,14:00:00,2,0,12,confirmed,2025-12-20T14:00:00
739,AI Workshop,2025-12-24,14:00:00,2,0,12,confirmed,2025-12-10T14:00:00
960,New,2025-12-24,14:00:00,2,0,12,confirmed,2025-12-14T14:00:00
969,AI Workshop,2025-12-24,14:00:00,2,0,12,confirmed,2025-12-23T14:00:00
981,AI Workshop,2025-12-24,14:00:00,2,0,12,confirmed,2025-12-16T14:00:00
990,AI Workshop,2025-12-24,14:00:00,2,0,12,confirmed,2025-12-23T14:00:00
236,AI Workshop,2025-12-24,10:00:00,2,0,12,confirmed,2025-12-15T10:00:00
241,AI Workshop,2025-12-24,10:00:00,2,0,12,confirmed,2025-12-22T10:00:00
459,New,2025-12-24,10:00:00,2,0,12,confirmed,2025-12-18T10:00:00
466,AI Workshop,2025-12-24,10:00:00,2,0,12,confirmed,2025-12-22T10:00:00
475,AI Workshop,2025-12-24,10:00:00,2,0,12,confirmed,2025-12-18T10:00:00
485,AI Workshop,2025-12-24,10:00:00,2,0,12,confirmed,2025-12-20T10:00:00
710,New,2025-12-24,10:00:00,2,0,12,confirmed,2025-12-18T10:00:00
718,AI Workshop,2025-12-24,10:00:00,2,0,12,confirmed,2025-12-13T10:00:00
728,AI Workshop,2025-12-24,10:00:00,2,0,12,confirmed,2025-12-18T10:00:00
738,AI Workshop,2025-12-24,10:00:00,2,0,12,confirmed,2025-12-10T10:00:00
959,New,2025-12-24,10:00:00,2,0,12,confirmed,2025-12-20T10:00:00
968,AI Workshop,2025-12-24,10:00:00,2,0,12,cancelled,2025-12-16T10:00:00
989,AI Workshop,2025-12-24,10:00:00,2,0,12,cancelled,2025-12-10T10:00:00
465,AI Workshop,2025-12-24,09:00:00,2,0,12,confirmed,2025-12-14T09:00:00
474,AI Workshop,2025-12-24,09:00:00,2,0,12,confirmed,2025-12-12T09:00:00
484,AI Workshop,2025-12-24,09:00:00,2,0,12,cancelled,2025-12-11T09:00:00
709,New,2025-12-24,09:00:00,2,0,12,confirmed,2025-12-11T09:00:00
717,AI Workshop,2025-12-24,09:00:00,2,0,12,confirmed,2025-12-15T09:00:00
727,AI Workshop,2025-12-24,09:00:00,2,0,12,confirmed,2025-12-15T09:00:00
737,AI Workshop,2025-12-24,09:00:00,2,0,12,confirmed,2025-12-21T09:00:00
958,New,2025-12-24,09:00:00,2,0,12,confirmed,2025-12-17T09:00:00
967,AI Workshop,2025-12-24,09:00:00,2,0,12,confirmed,2025-12-18T09:00:00
980,AI Workshop,2025-12-24,09:00:00,2,0,12,confirmed,2025-12-17T09:00:00
988,AI Workshop,2025-12-24,09:00:00,2,0,12,confirmed,2025-12-15T09:00:00
458,New,2025-12-24,07:00:00,2,0,12,confirmed,2025-12-12T07:00:00
106,New,2025-12-23,16:14:00,1,0,12,confirmed,2025-12-20T16:14:00
704,New,2025-12-23,16:14:00,1,0,12,confirmed,2025-12-12T16:14:00
953,New,2025-12-23,16:14:00,1,0,12,confirmed,2025-12-14T16:14:00
699,New Event,2025-12-18,18:00:00,3,0,12,confirmed,2025-12-11T18:00:00
22,Yoga Class,2025-12-16,16:00:00,1,0,12,confirmed,2025-12-15T16:00:00
124,AI Workshop,2025-12-16,16:00:00,1,0,12,confirmed,2025-12-05T16:00:00
167,Code Review,2025-12-16,16:00:00,1,0,12,confirmed,2025-12-03T16:00:00
269,AI Workshop,2025-12-16,16:00:00,1,0,12,confirmed,2025-12-14T16:00:00
295,Yoga Class,2025-12-16,16:00:00,1,0,12,confirmed,2025-12-06T16:00:00
313,Business Meeting,2025-12-16,16:00:00,1,0,12,confirmed,2025-12-05T16:00:00
336,Code Review,2025-12-16,16:00:00,1,0,12,confirmed,2025-12-10T16:00:00
519,AI Workshop,2025-12-16,16:00:00,1,0,12,confirmed,2025-12-03T16:00:00
542,Yoga Class,2025-12-16,16:00:00,1,0,12,confirmed,2025-12-15T16:00:00
564,Business Meeting,2025-12-16,16:00:00,1,0,12,confirmed,2025-12-08T16:00:00
586,Code Review,2025-12-16,16:00:00,1,0,12,confirmed,2025-12-12T16:00:00
770,AI Workshop,2025-12-16,16:00:00,1,0,12,confirmed,2025-12-10T16:00:00
792,Yoga Class,2025-12-16,16:00:00,1,0,12,cancelled,2025-12-14T16:00:00
815,Business Meeting,2025-12-16,16:00:00,1,0,12,confirmed,2025-12-05T16:00:00
833,Code Review,2025-12-16,16:00:00,1,0,12,cancelled,2025-12-03T16:00:00
21,Yoga Class,2025-12-16,14:00:00,1,0,12,confirmed,2025-12-11T14:00:00
45,Code Review,2025-12-16,14:00:00,1,0,12,confirmed,2025-12-10T14:00:00
123,AI Workshop,2025-12-16,14:00:00,1,0,12,confirmed,2025-12-05T14:00:00
140,Yoga Class,2025-12-16,14:00:00,1,0,12,confirmed,2025-12-10T14:00:00
268,AI Workshop,2025-12-16,14:00:00,1,0,12,confirmed,2025-12-07T14:00:00
294,Yoga Class,2025-12-16,14:00:00,1,0,12,confirmed,2025-12-02T14:00:00
312,Business Meeting,2025-12-16,14:00:00,1,0,12,confirmed,2025-12-06T14:00:00
335,Code Review,2025-12-16,14:00:00,1,0,12,confirmed,2025-12-07T14:00:00
518,AI Workshop,2025-12-16,14:00:00,1,0,12,confirmed,2025-12-13T14:00:00
541,Yoga Class,2025-12-16,14:00:00,1,0,12,confirmed,2025-12-10T14:00:00
563,Business Meeting,2025-12-16,14:00:00,1,0,12,confirmed,2025-12-15T14:00:00
585,Code Review,2025-12-16,14:00:00,1,0,12,confirmed,2025-12-12T14:00:00
769,AI Workshop,2025-12-16,14:00:00,1,0,12,confirmed,2025-12-13T14:00:00
791,Yoga Class,2025-12-16,14:00:00,1,0,12,confirmed,2025-12-12T14:00:00
814,Business Meeting,2025-12-16,14:00:00,1,0,12,cancelled,2025-12-06T14:00:00
832,Code Review,2025-12-16,14:00:00,1,0,12,confirmed,2025-12-06T14:00:00
44,Code Review,2025-12-16,11:00:00,1,0,12,confirmed,2025-12-07T11:00:00
122,AI Workshop,2025-12-16,11:00:00,1,0,12,confirmed,2025-12-15T11:00:00
267,AI Workshop,2025-12-16,11:00:00,1,0,12,confirmed,2025-12-05T11:00:00
293,Yoga Class,2025-12-16,11:00:00,1,0,12,confirmed,2025-12-08T11:00:00
311,Business Meeting,2025-12-16,11:00:00,1,0,12,confirmed,2025-12-04T11:00:00
334,Code Review,2025-12-16,11:00:00,1,0,12,confirmed,2025-12-14T11:00:00
517,AI Workshop,2025-12-16,11:00:00,1,0,12,confirmed,2025-12-07T11:00:00
540,Yoga Class,2025-12-16,11:00:00,1,0,12,confirmed,2025-12-06T11:00:00
562,Business Meeting,2025-12-16,11:00:00,1,0,12,confirmed,2025-12-02T11:00:00
584,Code Review,2025-12-16,11:00:00,1,0,12,confirmed,2025-12-03T11:00:00
768,AI Workshop,2025-12-16,11:00:00,1,0,12,confirmed,2025-12-15T11:00:00
790,Yoga Class,2025-12-16,11:00:00,1,0,12,confirmed,2025-12-09T11:00:00
813,Business Meeting,2025-12-16,11:00:00,1,0,12,confirmed,2025-12-11T11:00:00
831,Code Review,2025-12-16,11:00:00,1,0,12,confirmed,2025-12-14T11:00:00
20,Yoga Class,2025-12-16,09:00:00,1,0,12,confirmed,2025-12-07T09:00:00
33,Business Meeting,2025-12-16,09:00:00,1,0,12,confirmed,2025-12-09T09:00:00
121,AI Workshop,2025-12-16,09:00:00,1,0,12,confirmed,2025-12-13T09:00:00
139,Yoga Class,2025-12-16,09:00:00,1,0,12,confirmed,2025-12-11T09:00:00
156,Business Meeting,2025-12-16,09:00:00,1,0,12,confirmed,2025-12-12T09:00:00
266,AI Workshop,2025-12-16,09:00:00,1,0,12,confirmed,2025-12-12T09:00:00
292,Yoga Class,2025-12-16,09:00:00,1,0,12,confirmed,2025-12-05T09:00:00
310,Business Meeting,2025-12-16,09:00:00,1,0,12,confirmed,2025-12-07T09:00:00
516,AI Workshop,2025-12-16,09:00:00,1,0,12,confirmed,2025-12-14T09:00:00
539,Yoga Class,2025-12-16,09:00:00,1,0,12,confirmed,2025-12-10T09:00:00
561,Business Meeting,2025-12-16,09:00:00,1,0,12,confirmed,2025-12-05T09:00:00
583,Code Review,2025-12-16,09:00:00,1,0,12,confirmed,2025-12-11T09:00:00
32,Business Meeting,2025-12-15,16:00:00,0,0,12,confirmed,2025-12-01T16:00:00
155,Business Meeting,2025-12-15,16:00:00,0,0,12,confirmed,2025-12-13T16:00:00
166,Code Review,2025-12-15,16:00:00,0,0,12,confirmed,2025-12-11T16:00:00
265,AI Workshop,2025-12-15,16:00:00,0,0,12,confirmed,2025-12-14T16:00:00
291,Yoga Class,2025-12-15,16:00:00,0,0,12,confirmed,2025-12-14T16:00:00
309,Business Meeting,2025-12-15,16:00:00,0,0,12,confirmed,2025-12-05T16:00:00
333,Code Review,2025-12-15,16:00:00,0,0,12,confirmed,2025-12-04T16:00:00
515,AI Workshop,2025-12-15,16:00:00,0,0,12,confirmed,2025-12-03T16:00:00
538,Yoga Class,2025-12-15,16:00:00,0,0,12,confirmed,2025-12-13T16:00:00
560,Business Meeting,2025-12-15,16:00:00,0,0,12,confirmed,2025-12-07T16:00:00
582,Code Review,2025-12-15,16:00:00,0,0,12,confirmed,2025-12-07T16:00:00
789,Yoga Class,2025-12-15,16:00:00,0,0,12,confirmed,2025-12-04T16:00:00
812,Business Meeting,2025-12-15,16:00:00,0,0,12,confirmed,2025-12-03T16:00:00
830,Code Review,2025-12-15,16:00:00,0,0,12,cancelled,2025-12-04T16:00:00
9,AI Workshop,2025-12-15,14:00:00,0,0,12,confirmed,2025-12-14T14:00:00
120,AI Workshop,2025-12-15,14:00:00,0,0,12,confirmed,2025-12-05T14:00:00
154,Business Meeting,2025-12-15,14:00:00,0,0,12,confirmed,2025-12-12T14:00:00
264,AI Workshop,2025-12-15,14:00:00,0,0,12,cancelled,2025-12-07T14:00:00
290,Yoga Class,2025-12-15,14:00:00,0,0,12,confirmed,2025-12-14T14:00:00
308,Business Meeting,2025-12-15,14:00:00,0,0,12,confirmed,2025-12-02T14:00:00
332,Code Review,2025-12-15,14:00:00,0,0,12,cancelled,2025-12-11T14:00:00
514,AI Workshop,2025-12-15,14:00:00,0,0,12,confirmed,2025-12-03T14:00:00
559,Business Meeting,2025-12-15,14:00:00,0,0,12,confirmed,2025-12-09T14:00:00
581,Code Review,2025-12-15,14:00:00,0,0,12,confirmed,2025-12-06T14:00:00
767,AI Workshop,2025-12-15,14:00:00,0,0,12,confirmed,2025-12-05T14:00:00
788,Yoga Class,2025-12-15,14:00:00,0,0,12,cancelled,2025-12-01T14:00:00
811,Business Meeting,2025-12-15,14:00:00,0,0,12,confirmed,2025-12-03T14:00:00
829,Code Review,2025-12-15,14:00:00,0,0,12,confirmed,2025-12-07T14:00:00
8,AI Workshop,2025-12-15,11:00:00,0,0,12,confirmed,2025-12-04T11:00:00
119,AI Workshop,2025-12-15,11:00:00,0,0,12,confirmed,2025-12-04T11:00:00
153,Business Meeting,2025-12-15,11:00:00,0,0,12,confirmed,2025-12-12T11:00:00
263,AI Workshop,2025-12-15,11:00:00,0,0,12,confirmed,2025-12-13T11:00:00
289,Yoga Class,2025-12-15,11:00:00,0,0,12,cancelled,2025-12-04T11:00:00
331,Code Review,2025-12-15,11:00:00,0,0,12,confirmed,2025-12-11T11:00:00
513,AI Workshop,2025-12-15,11:00:00,0,0,12,confirmed,2025-12-10T11:00:00
537,Yoga Class,2025-12-15,11:00:00,0,0,12,cancelled,2025-12-04T11:00:00
558,Business Meeting,2025-12-15,11:00:00,0,0,12,confirmed,2025-12-04T11:00:00
580,Code Review,2025-12-15,11:00:00,0,0,12,confirmed,2025-12-02T11:00:00
766,AI Workshop,2025-12-15,11:00:00,0,0,12,confirmed,2025-12-04T11:00:00
787,Yoga Class,2025-12-15,11:00:00,0,0,12,confirmed,2025-12-14T11:00:00
810,Business Meeting,2025-12-15,11:00:00,0,0,12,cancelled,2025-12-02T11:00:00
828,Code Review,2025-12-15,11:00:00,0,0,12,confirmed,2025-12-06T11:00:00
102,New Event,2025-12-15,10:00:00,0,0,12,confirmed,2025-12-06T10:00:00
449,New Event,2025-12-15,10:00:00,0,0,12,confirmed,2025-12-12T10:00:00
697,New Event,2025-12-15,10:00:00,0,0,12,confirmed,2025-12-01T10:00:00
948,New Event,2025-12-15,10:00:00,0,0,12,confirmed,2025-12-03T10:00:00
165,Code Review,2025-12-15,09:00:00,0,0,12,cancelled,2025-12-11T09:00:00
262,AI Workshop,2025-12-15,09:00:00,0,0,12,confirmed,2025-12-06T09:00:00
307,Business Meeting,2025-12-15,09:00:00,0,0,12,cancelled,2025-12-10T09:00:00
330,Code Review,2025-12-15,09:00:00,0,0,12,confirmed,2025-12-06T09:00:00
512,AI Workshop,2025-12-15,09:00:00,0,0,12,confirmed,2025-12-10T09:00:00
536,Yoga Class,2025-12-15,09:00:00,0,0,12,confirmed,2025-12-14T09:00:00
557,Business Meeting,2025-12-15,09:00:00,0,0,12,confirmed,2025-12-14T09:00:00
579,Code Review,2025-12-15,09:00:00,0,0,12,cancelled,2025-12-13T09:00:00
765,AI Workshop,2025-12-15,09:00:00,0,0,12,confirmed,2025-12-03T09:00:00
786,Yoga Class,2025-12-15,09:00:00,0,0,12,confirmed,2025-12-04T09:00:00
31,Business Meeting,2025-12-14,16:00:00,6,1,12,cancelled,2025-12-12T16:00:00
118,AI Workshop,2025-12-14,16:00:00,6,1,12,confirmed,2025-12-03T16:00:00
152,Business Meeting,2025-12-14,16:00:00,6,1,12,cancelled,2025-12-08T16:00:00
261,AI Workshop,2025-12-14,16:00:00,6,1,12,confirmed,2025-11-30T16:00:00
288,Yoga Class,2025-12-14,16:00:00,6,1,12,confirmed,2025-12-02T16:00:00
329,Code Review,2025-12-14,16:00:00,6,1,12,confirmed,2025-12-04T16:00:00
535,Yoga Class,2025-12-14,16:00:00,6,1,12,confirmed,2025-12-05T16:00:00
556,Business Meeting,2025-12-14,16:00:00,6,1,12,confirmed,2025-12-02T16:00:00
578,Code Review,2025-12-14,16:00:00,6,1,12,cancelled,2025-12-04T16:00:00
764,AI Workshop,2025-12-14,16:00:00,6,1,12,confirmed,2025-12-06T16:00:00
785,Yoga Class,2025-12-14,16:00:00,6,1,12,cancelled,2025-12-03T16:00:00
809,Business Meeting,2025-12-14,16:00:00,6,1,12,cancelled,2025-12-08T16:00:00
696,New Event,2025-12-14,15:00:00,6,1,12,confirmed,2025-12-02T15:00:00
947,New Event,2025-12-14,15:00:00,6,1,12,confirmed,2025-12-13T15:00:00
19,Yoga Class,2025-12-14,14:00:00,6,1,12,confirmed,2025-12-06T14:00:00
117,AI Workshop,2025-12-14,14:00:00,6,1,12,confirmed,2025-12-06T14:00:00
138,Yoga Class,2025-12-14,14:00:00,6,1,12,confirmed,2025-12-05T14:00:00
151,Business Meeting,2025-12-14,14:00:00,6,1,12,confirmed,2025-12-05T14:00:00
287,Yoga Class,2025-12-14,14:00:00,6,1,12,confirmed,2025-12-11T14:00:00
511,AI Workshop,2025-12-14,14:00:00,6,1,12,confirmed,2025-12-09T14:00:00
534,Yoga Class,2025-12-14,14:00:00,6,1,12,confirmed,2025-12-13T14:00:00
577,Code Review,2025-12-14,14:00:00,6,1,12,confirmed,2025-12-12T14:00:00
763,AI Workshop,2025-12-14,14:00:00,6,1,12,cancelled,2025-12-06T14:00:00
808,Business Meeting,2025-12-14,14:00:00,6,1,12,confirmed,2025-12-01T14:00:00
827,Code Review,2025-12-14,14:00:00,6,1,12,confirmed,2025-12-11T14:00:00
448,New Event,2025-12-14,13:00:00,6,1,12,confirmed,2025-12-09T13:00:00
695,New Event,2025-12-14,13:00:00,6,1,12,confirmed,2025-12-11T13:00:00
946,New Event,2025-12-14,13:00:00,6,1,12,confirmed,2025-12-02T13:00:00
18,Yoga Class,2025-12-14,11:00:00,6,1,12,confirmed,2025-11-30T11:00:00
43,Code Review,2025-12-14,11:00:00,6,1,12,confirmed,2025-12-08T11:00:00
260,AI Workshop,2025-12-14,11:00:00,6,1,12,confirmed,2025-12-05T11:00:00
286,Yoga Class,2025-12-14,11:00:00,6,1,12,confirmed,2025-11-30T11:00:00
510,AI Workshop,2025-12-14,11:00:00,6,1,12,confirmed,2025-12-01T11:00:00
533,Yoga Class,2025-12-14,11:00:00,6,1,12,confirmed,2025-12-07T11:00:00
762,AI Workshop,2025-12-14,11:00:00,6,1,12,confirmed,2025-12-11T11:00:00
807,Business Meeting,2025-12-14,11:00:00,6,1,12,confirmed,2025-12-10T11:00:00
826,Code Review,2025-12-14,11:00:00,6,1,12,confirmed,2025-12-01T11:00:00
137,Yoga Class,2025-12-14,09:00:00,6,1,12,confirmed,2025-12-07T09:00:00
259,AI Workshop,2025-12-14,09:00:00,6,1,12,confirmed,2025-11-30T09:00:00
285,Yoga Class,2025-12-14,09:00:00,6,1,12,confirmed,2025-12-12T09:00:00
328,Code Review,2025-12-14,09:00:00,6,1,12,cancelled,2025-12-10T09:00:00
761,AI Workshop,2025-12-14,09:00:00,6,1,12,confirmed,2025-12-07T09:00:00
784,Yoga Class,2025-12-14,09:00:00,6,1,12,confirmed,2025-12-07T09:00:00
806,Business Meeting,2025-12-14,09:00:00,6,1,12,confirmed,2025-12-03T09:00:00
226,New Event,2025-12-13,18:00:00,5,1,12,confirmed,2025-12-04T18:00:00
7,AI Workshop,2025-12-13,16:00:00,5,1,12,confirmed,2025-12-02T16:00:00
17,Yoga Class,2025-12-13,16:00:00,5,1,12,confirmed,2025-12-06T16:00:00
116,AI Workshop,2025-12-13,16:00:00,5,1,12,cancelled,2025-12-09T16:00:00
136,Yoga Class,2025-12-13,16:00:00,5,1,12,confirmed,2025-12-07T16:00:00
150,Business Meeting,2025-12-13,16:00:00,5,1,12,confirmed,2025-12-05T16:00:00
284,Yoga Class,2025-12-13,16:00:00,5,1,12,confirmed,2025-11-30T16:00:00
509,AI Workshop,2025-12-13,16:00:00,5,1,12,confirmed,2025-12-03T16:00:00
555,Business Meeting,2025-12-13,16:00:00,5,1,12,confirmed,2025-12-01T16:00:00
783,Yoga Class,2025-12-13,16:00:00,5,1,12,confirmed,2025-12-01T16:00:00
101,New Event,2025-12-13,14:00:00,5,1,12,confirmed,2025-11-29T14:00:00
283,Yoga Class,2025-12-13,14:00:00,5,1,12,confirmed,2025-12-01T14:00:00
306,Business Meeting,2025-12-13,14:00:00,5,1,12,confirmed,2025-12-10T14:00:00
327,Code Review,2025-12-13,14:00:00,5,1,12,confirmed,2025-12-11T14:00:00
532,Yoga Class,2025-12-13,14:00:00,5,1,12,confirmed,2025-12-04T14:00:00
554,Business Meeting,2025-12-13,14:00:00,5,1,12,confirmed,2025-12-06T14:00:00
576,Code Review,2025-12-13,14:00:00,5,1,12,confirmed,2025-12-06T14:00:00
694,New Event,2025-12-13,14:00:00,5,1,12,confirmed,2025-12-03T14:00:00
760,AI Workshop,2025-12-13,14:00:00,5,1,12,confirmed,2025-12-06T14:00:00
805,Business Meeting,2025-12-13,14:00:00,5,1,12,confirmed,2025-12-04T14:00:00
